Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2003,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2003,Feb. 2003,Mar. 2003,Apr. 2003,May 2003,Jun. 2003,Jul. 2003,Aug. 2003,Sep. 2003,Oct. 2003,Nov. 2003,Dec. 2003,TOTAL
44221,Floor covering stores,1429,1351,1572,1552,1677,1662,1713,1678,1720,1805,1691,1693,19543
442299,All other home furnishings stores,1628,1461,1667,1727,1916,1847,1962,2067,1938,2024,2523,3453,24213
443,Electronics and appliance stores,7022,6552,6893,6354,6958,7076,7221,7851,7213,7377,8817,13516,92850
443141,Household appliance stores,1079,970,1096,1067,1165,1216,1285,1273,1218,1265,1305,1525,14464
443142,Electronics stores,5943,5582,5797,5287,5793,5860,5936,6578,5995,6112,7512,11991,78386
444,Building mat. and garden equip. and supplies dealers,17198,15575,20174,24295,25849,25064,24447,22659,22817,23976,20795,20614,263463
4441,Building mat. and supplies dealers,15619,14083,17619,19876,20984,20946,21465,20425,20775,21669,18897,18613,230971
44412,Paint and wallpaper stores,564,535,640,716,769,792,845,798,782,822,626,589,8478
44413,Hardware stores,1185,1110,1338,1492,1747,1670,1622,1544,1492,1507,1443,1524,17674
445,Food and beverage stores,38602,35581,38721,38478,41032,38969,41076,40670,38396,39828,39767,43265,474385
4451,Grocery stores,35384,32440,35265,34854,37057,35212,37108,36644,34697,35870,35786,37670,427987
44511,Supermarkets and other grocery (except convenience) stores,33618,30796,33438,33102,35203,33364,35141,34704,32872,34025,34097,35914,406274
4453,"Beer, wine, and liquor stores",2121,2046,2273,2333,2576,2433,2611,2660,2461,2641,2660,3654,30469
446,Health and personal care stores,15534,14773,15849,15736,16170,15504,16004,16002,15718,16516,15708,18912,192426
44611,Pharmacies and drug stores,13519,12801,13616,13545,13959,13262,13659,13607,13591,14260,13531,16174,165524
447,Gasoline stations,21204,20852,23872,22829,23293,22801,23994,24965,23400,23645,21946,22386,275187
448,Clothing and clothing access. stores,10804,11662,13452,13691,14730,13496,13854,15522,13567,14601,16555,26760,178694
4481,Clothing stores,7920,7941,9949,9992,10522,9853,10140,11175,10042,10875,12209,17743,128361
44811,Men's clothing stores,539,498,601,631,679,657,602,741,625,704,781,1191,8249
44812,Women's clothing stores,2055,2091,2619,2724,2813,2536,2450,2597,2627,2793,2951,4309,32565
44814,Family clothing stores,3915,3937,5058,5076,5435,5157,5491,5979,5218,5747,6738,9743,67494
44819,Other clothing stores,693,669,760,691,751,733,730,819,690,714,749,1224,9223
4482,Shoe stores,1420,1599,1910,1972,1997,1812,1912,2449,1777,1839,1908,2572,23167
44831,Jewelry stores,1356,2012,1474,1612,2066,1707,1674,1758,1626,1756,2288,6164,25493
451,"Sporting goods, hobby, musical instrument, and book stores",5516,4377,4964,4995,5231,5323,5291,6714,5627,5216,6504,10601,70359
45111,Sporting goods stores,1761,1747,2121,2135,2182,2325,2293,2548,2075,1970,2200,3643,27000
45112,"Hobby, toy, and game stores",910,940,1111,1139,1088,1064,1094,1087,1095,1286,2223,3545,16582
451211,Book stores,2056,991,925,975,1107,1181,1128,2139,1572,1045,1036,2064,16219
452,General merchandise stores,31549,32246,36251,36040,38849,37301,37214,40211,35284,38677,44743,60406,468771
4521,Department stores,13970,14357,16371,16375,17570,16639,16385,18182,15669,17319,20818,30815,214470
452111,Department stores(excl. discount department stores),5206,5393,6290,6388,6962,6432,6142,7058,6287,6744,8449,13795,85146
452112,Discount dept. stores,8764,8964,10081,9987,10608,10207,10243,11124,9382,10575,12369,17020,129324
4529,Other general merchandise stores,17579,17889,19880,19665,21279,20662,20829,22029,19615,21358,23925,29591,254301
45291,Warehouse clubs and superstores,15163,15345,17000,16627,18067,17608,17747,18906,16729,18135,20318,24641,216286
45299,All other gen. merchandise stores,2416,2544,2880,3038,3212,3054,3082,3123,2886,3223,3607,4950,38015
453,Miscellaneous store retailers,7876,7653,7761,7944,8963,8278,8381,8778,8244,8738,8356,10941,101913
4532,"Office supplies, stationery, and gift stores",3079,2916,2819,2840,3096,2864,3010,3497,3078,3198,3248,5059,38704
45321,Office supplies and stationery stores,1994,1719,1683,1586,1596,1470,1621,2034,1855,1697,1616,2146,21017
45322,"Gift, novelty, and souvenir stores",1085,1197,1136,1254,1500,1394,1389,1463,1223,1501,1632,2913,17687
45330,Used merchandise stores,845,741,793,739,746,674,739,747,758,813,819,800,9214
454,Nonstore retailers,17642,16473,17113,15858,15599,15055,15289,15794,16926,18723,18510,23377,206359
4541,Electronic shopping and mail-order houses,10568,9654,10403,10415,10322,10185,10511,10641,11253,12099,12162,16091,134304
45431,Fuel dealers,3827,3496,2993,2045,1639,1473,1571,1683,1818,2270,2199,3400,28414
722,Food services and drinking places,26057,25573,29161,28261,30907,29756,30600,31844,28559,30255,28869,29884,349726
7224,Drinking places,1328,1280,1478,1407,1523,1403,1477,1572,1434,1508,1428,1421,17259
7225,Restaurants and other eating places,22599,22103,25193,24445,26711,25877,26690,27552,24320,25781,24780,26062,302113
722511,Full service restaurants,11787,11506,12944,12419,13744,13263,13694,14362,12504,13076,12664,13351,155314
"722513, 722514, 722515",Limited service eating places,10812,10597,12249,12026,12967,12614,12996,13190,11816,12705,12116,12711,146799
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",295248,291167,296325,295600,296410,299626,302747,307809,305933,304809,308527,307407,
,Retail sales and food services excl motor vehicle and parts,225575,224632,227697,226020,226750,229301,231698,234890,234749,234992,236789,237304,
,Retail sales and food services excl gasoline stations,272175,267282,272357,273019,274600,277849,280551,284736,282719,282095,285055,283413,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,202502,200747,203729,203439,204940,207524,209502,211817,211535,212278,213317,213310,
,"Retail sales, total",267230,263188,267820,267197,267362,270396,273352,277965,276430,274764,278298,277612,
,"Retail sales, total (excl. motor vehicle and parts dealers)",197557,196653,199192,197617,197702,200071,202303,205046,205246,204947,206560,207509,
,GAFO(1),76578,75769,76930,77015,77806,78681,79467,80650,80335,79965,80889,81251,
441,Motor vehicle and parts dealers,69673,66535,68628,69580,69660,70325,71049,72919,71184,69817,71738,70103,
"4411,4412",Automobile and other motor vehicle dealers,64454,61336,63363,64330,64353,64984,65680,67538,65684,64341,66239,64681,
4413,"Automotive parts, acc., and tire stores",5219,5199,5265,5250,5307,5341,5369,5381,5500,5476,5499,5422,
"442,443","Furniture, home furn, electronics, and appliance stores",15263,14855,15218,15335,15625,15734,15846,16070,16123,16228,16388,16439,
442,Furniture and home furnishings stores,7824,7501,7854,7895,8062,8084,8115,8156,8214,8244,8358,8312,
443,Electronics and appliance stores,7439,7354,7364,7440,7563,7650,7731,7914,7909,7984,8030,8127,
444,Building mat. and garden equip. and supplies dealers,21270,20041,21326,21139,21328,22003,22372,22489,22630,22869,22864,22748,
4441,Building mat. and supplies dealers,18594,17473,18625,18507,18636,19181,19567,19696,19957,20214,20232,20014,
445,Food and beverage stores,39412,39285,39318,39441,39019,39480,39808,39833,39878,39776,39631,39809,
4451,Grocery stores,35669,35570,35549,35638,35225,35676,35957,35890,35918,35763,35679,35808,
4453,"Beer, wine and liquor stores",2461,2459,2487,2506,2479,2493,2525,2580,2607,2628,2593,2629,
446,Health and personal care stores,15441,15534,15677,15705,15791,15934,16182,16345,16339,16434,16500,16648,
44611,Pharmacies and drug stores,13346,13404,13508,13504,13632,13672,13853,13999,14084,14133,14169,14301,
447,Gasoline stations,23073,23885,23968,22581,21810,21777,22196,23073,23214,22714,23472,23994,
448,Clothing and clothing access. stores,14565,14142,14465,14434,14651,14894,15141,15089,15175,15067,15338,15456,
4481,Clothing stores,10476,10106,10436,10397,10592,10726,10904,10820,10919,10821,10988,11113,
44811,Men's clothing stores,670,652,666,671,688,692,687,708,701,698,695,707,
44812,Women's clothing stores,2638,2575,2619,2597,2634,2667,2756,2719,2789,2774,2824,2900,
4482,Shoe stores,1873,1883,1910,1869,1893,1926,1961,1989,1977,1936,1971,1969,
44831,Jewelry stores,2083,2022,1987,2035,2029,2107,2138,2139,2137,2163,2232,2225,
451,"Sporting goods, hobby, musical instrument, and book stores",5794,5576,5660,5709,5748,5908,5808,6132,5954,5841,6011,6013,
452,General merchandise stores,37740,38030,38391,38321,38483,38866,39404,40085,39896,39649,39945,40084,
4521,Department stores,17807,17670,17763,17687,17838,17912,18140,18207,18157,17889,17810,17791,
4529,Other general merchandise stores,19933,20360,20628,20634,20645,20954,21264,21878,21739,21760,22135,22293,
45291,Warehouse clubs and superstores,16961,17339,17544,17502,17524,17786,18054,18645,18485,18524,18883,19013,
45299,All other gen. merchandise stores,2972,3021,3084,3132,3121,3168,3210,3233,3254,3236,3252,3280,
453,Miscellaneous stores retailers,8565,8372,8405,8359,8525,8537,8497,8618,8442,8591,8530,8576,
454,Nonstore retailers,16434,16933,16764,16593,16722,16938,17049,17312,17595,17778,17881,17742,
4541,Electronic shopping and mail order houses,10557,10727,10725,10826,10888,11131,11278,11356,11577,11679,11661,11703,
45431,Fuel dealers,2367,2633,2492,2324,2218,2208,2300,2296,2250,2319,2223,2441,
722,Food services and drinking places,28018,27979,28505,28403,29048,29230,29395,29844,29503,30045,30229,29795,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
