Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2004,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2004,Feb. 2004,Mar. 2004,Apr. 2004,May 2004,Jun. 2004,Jul. 2004,Aug. 2004,Sep. 2004,Oct. 2004,Nov. 2004,Dec. 2004,TOTAL
4481,Clothing stores,8682,9133,10893,10974,10998,10396,10796,11380,10579,11695,12823,18940,137289
44811,Men's clothing stores,574,559,637,674,675,657,639,720,634,727,809,1261,8566
44812,Women's clothing stores,2267,2402,2915,3023,3005,2777,2595,2644,2774,2990,3090,4472,34954
44814,Family clothing stores,4271,4594,5614,5612,5679,5325,5840,6126,5494,6230,7116,10543,72444
44819,Other clothing stores,762,737,780,742,777,824,790,870,761,787,817,1336,9983
4482,Shoe stores,1526,1737,1977,2127,2007,1824,1950,2280,1796,1902,1870,2689,23685
44831,Jewelry stores,1463,2346,1766,1829,2230,1887,1792,1800,1732,1852,2409,6517,27623
451,"Sporting goods, hobby, musical instrument, and book stores",5856,4874,5406,5169,5297,5602,5677,6706,5757,5418,6637,10768,73167
45111,Sporting goods stores,1901,1888,2287,2221,2305,2514,2530,2621,2216,2103,2306,3748,28640
45112,"Hobby, toy, and game stores",962,1045,1125,1082,974,1024,1086,1016,1051,1311,2187,3451,16314
451211,Book stores,2146,1108,1073,1023,1113,1207,1172,2120,1561,1069,1089,2200,16881
452,General merchandise stores,34374,35920,38278,38899,41341,38949,39651,40239,37587,41192,46366,64586,497382
4521,Department stores,14053,15157,16440,16697,17467,16282,16454,17203,15985,17446,20724,31783,215691
452111,Department stores(excl. discount department stores),5120,5893,6406,6369,6694,6188,6049,6512,6335,6643,8280,13977,84466
452112,Discount dept. stores,8933,9264,10034,10328,10773,10094,10405,10691,9650,10803,12444,17806,131225
4529,Other general merchandise stores,20321,20763,21838,22202,23874,22667,23197,23036,21602,23746,25642,32803,281691
45291,Warehouse clubs and superstores,17664,17884,18664,19000,20590,19567,20099,20016,18671,20533,21999,27643,242330
45299,All other gen. merchandise stores,2657,2879,3174,3202,3284,3100,3098,3020,2931,3213,3643,5160,39361
453,Miscellaneous store retailers,8001,7805,8164,8281,9099,8495,8407,8750,8392,8592,9005,11186,104177
4532,"Office supplies, stationery, and gift stores",3151,3135,2986,2917,2983,2947,3014,3455,3209,3196,3370,4956,39319
45321,Office supplies and stationery stores,2066,1829,1823,1615,1593,1572,1592,2079,1934,1673,1709,2200,21685
45322,"Gift, novelty, and souvenir stores",1085,1306,1163,1302,1390,1375,1422,1376,1275,1523,1661,2756,17634
45330,Used merchandise stores,734,704,753,702,752,753,778,748,797,832,838,880,9271
454,Nonstore retailers,19206,18245,19195,17749,16596,16973,16647,18079,18527,19672,21599,26489,228977
4541,Electronic shopping and mail-order houses,11989,11260,12621,12030,11706,11840,11655,12540,12412,13030,14604,18470,154157
45431,Fuel dealers,4053,3459,2661,2092,1661,1667,1680,1904,2008,2498,2892,3770,30345
722,Food services and drinking places,28642,28755,31133,30866,32155,31380,33125,32184,30550,32258,29981,32528,373557
7224,Drinking places,1444,1412,1501,1450,1498,1451,1530,1498,1458,1520,1402,1441,17605
7225,Restaurants and other eating places,24839,24952,27054,26738,27839,27258,28982,28076,26179,27517,25829,28321,323584
722511,Full service restaurants,13022,12997,13786,13404,14130,13764,14680,14264,13386,14054,13133,14479,165099
"722513, 722514, 722515",Limited service eating places,11817,11955,13268,13334,13709,13494,14302,13812,12793,13463,12696,13842,158485
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",309254,311393,316912,313512,318964,314958,318549,318977,324569,326740,327836,331874,
,Retail sales and food services excl motor vehicle and parts,239984,240300,244775,243552,246143,245967,247311,247612,249840,252882,254429,256487,
,Retail sales and food services excl gasoline stations,284365,286137,291233,287994,291953,287908,291804,292425,297408,298084,298487,302828,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,215095,215044,219096,218034,219132,218917,220566,221060,222679,224226,225080,227441,
,"Retail sales, total",278913,280932,286209,282952,288252,284133,287358,287941,293139,295115,296177,299763,
,"Retail sales, total (excl. motor vehicle and parts dealers)",209643,209839,214072,212992,215431,215142,216120,216576,218410,221257,222770,224376,
,GAFO(1),81765,82100,83104,82192,82968,82466,83423,83429,83729,84738,84789,85610,
441,Motor vehicle and parts dealers,69270,71093,72137,69960,72821,68991,71238,71365,74729,73858,73407,75387,
"4411,4412",Automobile and other motor vehicle dealers,63831,65586,66560,64479,67280,63515,65708,65839,69215,68248,67804,69644,
4413,"Automotive parts, acc., and tire stores",5439,5507,5577,5481,5541,5476,5530,5526,5514,5610,5603,5743,
"442,443","Furniture, home furn, electronics, and appliance stores",16411,16455,16702,16737,16630,16869,17205,17010,17026,17300,17201,17418,
442,Furniture and home furnishings stores,8307,8375,8585,8519,8389,8572,8868,8675,8604,8806,8722,8905,
443,Electronics and appliance stores,8104,8080,8117,8218,8241,8297,8337,8335,8422,8494,8479,8513,
444,Building mat. and garden equip. and supplies dealers,22637,22727,24992,24565,24420,24622,24538,24713,25045,24842,24974,25679,
4441,Building mat. and supplies dealers,19983,20022,21901,21702,21647,21892,21794,21895,22143,21932,22183,22783,
445,Food and beverage stores,40443,39922,40419,40399,40635,40608,40631,40771,41045,41177,41404,41534,
4451,Grocery stores,36402,35890,36365,36312,36528,36508,36526,36680,36951,37078,37286,37423,
4453,"Beer, wine and liquor stores",2627,2623,2632,2668,2680,2664,2672,2676,2696,2722,2709,2690,
446,Health and personal care stores,16287,16133,16526,16476,16462,16570,16554,16610,16635,16739,16813,16882,
44611,Pharmacies and drug stores,13967,13683,14002,13964,13955,14088,14013,14064,14112,14284,14288,14329,
447,Gasoline stations,24889,25256,25679,25518,27011,27050,26745,26552,27161,28656,29349,29046,
448,Clothing and clothing access. stores,15513,15687,15984,15567,15736,15555,15645,15660,15764,16055,16044,16183,
4481,Clothing stores,11188,11261,11530,11146,11352,11224,11298,11371,11371,11631,11665,11687,
44811,Men's clothing stores,708,704,709,701,699,692,716,712,704,717,732,733,
44812,Women's clothing stores,2855,2890,2927,2833,2884,2881,2858,2861,2923,2984,2951,2969,
4482,Shoe stores,1956,1974,1999,1986,1966,1942,1954,1926,1976,1981,1948,2011,
44831,Jewelry stores,2223,2307,2312,2292,2278,2249,2257,2228,2285,2309,2301,2352,
451,"Sporting goods, hobby, musical instrument, and book stores",6087,6093,6067,5941,5985,6017,6124,6192,6111,6094,6140,6122,
452,General merchandise stores,40436,40519,41079,40662,41332,40756,41197,41323,41555,42042,42179,42656,
4521,Department stores,17800,17871,18165,17752,17921,17695,17888,17896,17943,18016,17942,18137,
4529,Other general merchandise stores,22636,22648,22914,22910,23411,23061,23309,23427,23612,24026,24237,24519,
45291,Warehouse clubs and superstores,19368,19376,19523,19669,20147,19865,20079,20218,20405,20761,20931,21166,
45299,All other gen. merchandise stores,3268,3272,3391,3241,3264,3196,3230,3209,3207,3265,3306,3353,
453,Miscellaneous stores retailers,8665,8481,8552,8685,8869,8446,8554,8567,8596,8677,8877,8914,
454,Nonstore retailers,18275,18566,18072,18442,18351,18649,18927,19178,19472,19675,19789,19942,
4541,Electronic shopping and mail order houses,12172,12279,12374,12428,12683,12609,12794,12915,13024,13202,13240,13403,
45431,Fuel dealers,2591,2560,2092,2372,2343,2437,2493,2535,2507,2675,2767,2644,
722,Food services and drinking places,30341,30461,30703,30560,30712,30825,31191,31036,31430,31625,31659,32111,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
