Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2001,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2001,Feb. 2001,Mar. 2001,Apr. 2001,May 2001,Jun. 2001,Jul. 2001,Aug. 2001,Sep. 2001,Oct. 2001,Nov. 2001,Dec. 2001,TOTAL
44221,Floor covering stores,1435,1428,1641,1587,1698,1634,1621,1714,1575,1699,1620,1556,19208
442299,All other home furnishings stores,1473,1361,1490,1388,1617,1545,1593,1820,1462,1667,2173,2958,20547
443,Electronics and appliance stores,7022,6579,6984,6137,6536,6782,6758,7276,6470,6687,8390,12872,88493
443141,Household appliance stores,996,938,1043,999,1079,1166,1142,1226,1047,1164,1249,1430,13479
443142,Electronics stores,6026,5641,5941,5138,5457,5616,5616,6050,5423,5523,7141,11442,75014
444,Building mat. and garden equip. and supplies dealers,15734,15638,18978,22735,25115,22931,21200,21084,18749,20965,19029,17221,239379
4441,Building mat. and supplies dealers,13744,13643,16488,18241,20031,19188,18559,19031,16828,18712,17111,15444,207020
44412,Paint and wallpaper stores,576,571,693,739,814,829,830,863,684,791,662,537,8589
44413,Hardware stores,1089,1060,1287,1437,1655,1570,1456,1433,1324,1382,1394,1452,16539
445,Food and beverage stores,36332,34585,38321,37122,39793,39006,39182,39683,37821,38375,39151,43058,462429
4451,Grocery stores,33236,31488,34856,33685,36068,35215,35418,35919,34379,34847,35308,37708,418127
44511,Supermarkets and other grocery (except convenience) stores,31657,29913,33084,31911,34154,33317,33437,33920,32574,33026,33571,35974,396538
4453,"Beer, wine, and liquor stores",2109,2052,2327,2231,2470,2526,2483,2518,2316,2409,2638,3542,29621
446,Health and personal care stores,13319,12862,13991,13466,14226,13663,13518,14046,12963,14312,13994,16173,166533
44611,Pharmacies and drug stores,11414,10958,11814,11430,12064,11597,11515,11919,11132,12335,11967,13627,141772
447,Gasoline stations,20089,18935,20797,21661,23850,23244,22072,22653,21379,20434,18437,17832,251383
448,Clothing and clothing access. stores,10060,11450,13067,13362,13787,12935,12600,14818,12104,13218,15352,24534,167287
4481,Clothing stores,7211,7820,9492,9676,9674,9292,9055,10567,8910,9815,11212,16484,119208
44811,Men's clothing stores,620,588,681,675,710,702,626,743,610,704,793,1173,8625
44812,Women's clothing stores,1946,2154,2671,2801,2747,2507,2311,2661,2394,2615,2786,3860,31453
44814,Family clothing stores,3444,3748,4575,4750,4768,4651,4663,5384,4462,4918,5942,8845,60150
44819,Other clothing stores,610,607,704,636,701,719,669,751,615,722,786,1368,8888
4482,Shoe stores,1406,1537,1867,2035,2007,1890,1898,2448,1708,1718,1870,2500,22884
44831,Jewelry stores,1322,1960,1569,1534,1977,1617,1519,1667,1383,1575,2137,5301,23561
451,"Sporting goods, hobby, musical instrument, and book stores",4971,4486,5208,4843,5145,5323,5076,6162,5332,5154,6697,10186,68583
45111,Sporting goods stores,1739,1704,2111,2071,2185,2352,2199,2382,1984,1882,2151,3398,26158
45112,"Hobby, toy, and game stores",880,971,1176,1063,1038,1107,1094,1065,1050,1303,2445,3628,16820
451211,Book stores,1585,1070,1062,934,1070,1077,1005,1820,1406,1015,1098,1956,15098
452,General merchandise stores,28627,28502,32261,33370,34991,34201,33188,35971,32360,34581,42010,57406,427468
4521,Department stores,15153,15220,17229,17969,18535,17841,17025,19083,16676,17800,22954,32892,228377
452111,Department stores(excl. discount department stores),5834,6206,6884,7089,7256,6732,6252,7497,6489,6922,9240,14381,90782
452112,Discount dept. stores,9319,9014,10345,10880,11279,11109,10773,11586,10187,10878,13714,18511,137595
4529,Other general merchandise stores,13474,13282,15032,15401,16456,16360,16163,16888,15684,16781,19056,24514,199091
45291,Warehouse clubs and superstores,11198,10919,12387,12616,13487,13619,13438,14086,13173,14042,15760,19991,164716
45299,All other gen. merchandise stores,2276,2363,2645,2785,2969,2741,2725,2802,2511,2739,3296,4523,34375
453,Miscellaneous store retailers,7687,7996,8620,7889,9130,8614,8355,9024,7862,8551,8710,10649,103087
4532,"Office supplies, stationery, and gift stores",3156,3074,3181,2876,3123,2922,2913,3563,2917,3064,3416,5180,39385
45321,Office supplies and stationery stores,2013,1781,1839,1503,1586,1487,1520,2090,1697,1648,1658,2063,20885
45322,"Gift, novelty, and souvenir stores",1143,1293,1342,1373,1537,1435,1393,1473,1220,1416,1758,3117,18500
45330,Used merchandise stores,708,784,856,759,796,745,785,782,803,799,809,901,9527
454,Nonstore retailers,16639,14623,16240,14259,14192,13386,13054,14445,13150,15774,16490,18311,180563
4541,Electronic shopping and mail-order houses,9343,8333,9710,8898,9214,8908,8727,9551,8420,10118,10903,12624,114749
45431,Fuel dealers,4094,3106,2802,2001,1657,1460,1388,1615,1703,1996,2000,2271,26093
722,Food services and drinking places,23955,23801,27010,25863,27355,27566,27594,28303,25714,26408,25533,27536,316638
7224,Drinking places,1197,1181,1367,1234,1254,1287,1314,1395,1337,1363,1352,1403,15684
7225,Restaurants and other eating places,20613,20547,23239,22217,23460,23725,24019,24531,21899,22504,21946,23934,272634
722511,Full service restaurants,10680,10646,11869,11265,11952,12141,12321,12742,11242,11471,11206,12535,140070
"722513, 722514, 722515",Limited service eating places,9933,9901,11370,10952,11508,11584,11698,11789,10657,11033,10740,11399,132564
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",278834,278773,276450,280808,281496,280401,279504,281413,276084,294540,287111,283705,
,Retail sales and food services excl motor vehicle and parts,212908,212585,210779,213875,214457,213691,213437,215063,212155,214085,214698,215485,
,Retail sales and food services excl gasoline stations,256903,257158,255798,259190,258868,258473,258818,260535,254748,274507,267866,264755,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,190977,190970,190127,192257,191829,191763,192751,194185,190819,194052,195453,196535,
,"Retail sales, total",252654,252704,250328,254763,255218,254022,252997,254560,249845,267999,260514,256549,
,"Retail sales, total (excl. motor vehicle and parts dealers)",186728,186516,184657,187830,188179,187312,186930,188210,185916,187544,188101,188329,
,GAFO(1),73569,72815,71803,73312,72890,72690,73658,74124,72498,73867,75232,76042,
441,Motor vehicle and parts dealers,65926,66188,65671,66933,67039,66710,66067,66350,63929,80455,72413,68220,
"4411,4412",Automobile and other motor vehicle dealers,60970,61168,60635,61803,61922,61566,60916,61183,58857,75352,67325,63109,
4413,"Automotive parts, acc., and tire stores",4956,5020,5036,5130,5117,5144,5151,5167,5072,5103,5088,5111,
"442,443","Furniture, home furn, electronics, and appliance stores",15140,14945,14816,14772,14694,14859,14969,14904,14560,14780,15356,15694,
442,Furniture and home furnishings stores,7764,7611,7549,7560,7559,7613,7671,7628,7419,7543,7694,7869,
443,Electronics and appliance stores,7376,7334,7267,7212,7135,7246,7298,7276,7141,7237,7662,7825,
444,Building mat. and garden equip. and supplies dealers,19248,19698,19562,20373,20147,19900,19838,19920,19664,20054,19982,20120,
4441,Building mat. and supplies dealers,16421,16781,16946,17693,17358,17396,17313,17444,17050,17407,17425,17530,
445,Food and beverage stores,37903,38252,38133,38369,38439,38569,38506,38738,38832,38944,39161,38996,
4451,Grocery stores,34229,34602,34477,34727,34781,34866,34792,35043,35152,35270,35414,35208,
4453,"Beer, wine and liquor stores",2496,2457,2444,2444,2455,2474,2458,2454,2451,2468,2512,2510,
446,Health and personal care stores,13413,13582,13650,13643,13812,13843,13879,14004,13894,14298,14280,14350,
44611,Pharmacies and drug stores,11391,11498,11571,11569,11713,11822,11883,11955,11906,12261,12149,12167,
447,Gasoline stations,21931,21615,20652,21618,22628,21928,20686,20878,21336,20033,19245,18950,
448,Clothing and clothing access. stores,14135,14166,13801,14217,13950,13804,13994,14171,13286,13973,13970,14126,
4481,Clothing stores,10014,10084,9760,10103,9928,9864,9925,10090,9488,10020,9915,10132,
44811,Men's clothing stores,781,774,755,717,732,725,714,722,663,708,695,694,
44812,Women's clothing stores,2644,2672,2616,2691,2596,2577,2611,2699,2515,2649,2623,2622,
4482,Shoe stores,1905,1865,1834,1959,1935,1898,1963,1963,1843,1876,1928,1913,
44831,Jewelry stores,2062,2057,2062,2016,1957,1898,1965,1980,1842,1949,2001,1950,
451,"Sporting goods, hobby, musical instrument, and book stores",5386,5715,5723,5658,5679,5621,5703,5775,5672,5798,6066,5797,
452,General merchandise stores,35601,34655,34069,35364,35202,35114,35720,35915,35822,36229,36656,37054,
4521,Department stores,19904,19170,18542,19073,18991,18889,19121,19093,18864,18955,19135,19038,
4529,Other general merchandise stores,15697,15485,15527,16291,16211,16225,16599,16822,16958,17274,17521,18016,
45291,Warehouse clubs and superstores,12827,12638,12757,13350,13314,13405,13740,13974,14180,14476,14620,14997,
45299,All other gen. merchandise stores,2870,2847,2770,2941,2897,2820,2859,2848,2778,2798,2901,3019,
453,Miscellaneous stores retailers,8466,8665,8897,8527,8752,8693,8671,8691,8377,8456,8548,8432,
454,Nonstore retailers,15505,15223,15354,15289,14876,14981,14964,15214,14473,14979,14837,14810,
4541,Electronic shopping and mail order houses,9447,9437,9614,9578,9558,9683,9675,9836,9093,9655,9683,9681,
45431,Fuel dealers,2559,2355,2295,2282,2119,2128,2059,2128,2217,2056,1905,1767,
722,Food services and drinking places,26180,26069,26122,26045,26278,26379,26507,26853,26239,26541,26597,27156,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
